Test_ID,Applied_Voltage_kV,Load_Current_A,Ambient_Temperature_C,Test_Duration_min,Sensor_S1,Sensor_S2,Sensor_S3,Sensor_S4,Reference_Parameter,Validity_Label,S3_consistency_residual,S3_abs_residual,S3_consistency_z,Sensor_S1_missing,Sensor_S2_missing,Sensor_S3_missing,Sensor_S4_missing,Sensor_S1_imputed,Sensor_S2_imputed,Sensor_S3_imputed,S1_clean,S2_clean,S3_clean,S4_clean,S3_minus_S1,S3_minus_S2,S2_minus_S1,S3_to_S1_ratio,power_proxy,missing_count,imputed_count,negative_sensor_count,zero_sensor_count,sentinel_count,flag_negative_sensor,flag_sentinel,flag_s3_s1_inconsistency,input_support_score,attention_score,predicted_validity,validity_probability
TRN-0822,18.6213,87.9184,42.9191,47.5586,14.297,15.3358,17.123,42.1204,35.5169,Valid,-0.2990303744164073,0.2990303744164073,-0.1789589060591746,0,0,0,0,0,0,0,14.297,15.3358,17.123,42.1204,2.8260000000000005,1.7872000000000003,1.0388000000000002,1.1976630078596855,367611.0974820316,0,0,0,0,0,0,0,0,0.3603214410517094,1.4583160239557558,Valid,0.0
TRN-0981,10.7595,105.278,24.2426,52.1488,11.62,13.9275,13.3055,59.7584,41.5242,Valid,0.0676629972755549,0.0676629972755549,0.0401419116892009,0,0,0,0,0,0,0,11.62,13.9275,13.3055,59.7584,1.685500000000001,-0.6219999999999999,2.307500000000001,1.1450506496982362,577988.9972118593,0,0,0,0,0,0,0,0,0.26901692662490645,1.702108058439388,Valid,0.05
TRN-0908,27.8591,102.5299,53.6441,24.494,19.5418,20.3744,24.2225,67.1528,61.5848,Valid,0.3320901272968868,0.3320901272968868,0.1981382238537925,0,0,0,0,0,0,0,19.5418,20.3744,24.2225,67.1528,4.680700000000002,3.8480999999999987,0.8326000000000029,1.2395218252556954,257490.2453708809,0,0,0,0,0,0,0,0,0.23938768160688045,1.7593628606400316,Valid,0.01
TRN-0619,26.3233,46.2621,33.3481,11.6472,15.1545,14.1351,19.8306,55.0993,20.4688,Valid,0.00815490766022,0.00815490766022,0.0045855801493001,0,0,0,0,0,0,0,15.1545,14.1351,19.8306,55.0993,4.6761,5.695500000000001,-1.019400000000001,1.308560949842654,24927.12658386655,0,0,0,0,0,0,0,0,0.3740911985490303,1.2564031830512394,Valid,0.0
TRN-0725,8.1896,17.9727,30.2487,21.0372,5.1127,5.1157,6.9266,53.0493,12.1006,Valid,0.1093269374710601,0.1093269374710601,0.0650362895868277,0,0,0,0,0,0,0,5.1127,5.1157,6.9266,53.0493,1.8138999999999994,1.8108999999999993,0.0030000000000001137,1.354780537131971,6795.393118654788,0,0,0,0,0,0,0,0,0.2863718665311409,2.212292556524546,Valid,0.18
TRN-0027,13.0095,81.6662,36.1891,30.9851,10.9107,12.4719,13.212,41.6236,27.5462,Valid,-0.0668656430410248,0.0668656430410248,-0.0402395115362513,0,0,0,0,0,0,0,10.9107,12.4719,13.212,41.6236,2.3012999999999995,0.7401,1.5611999999999995,1.210920279248555,206651.04130912566,0,0,0,0,0,0,0,0,0.44848686155353734,1.1832657884291766,Valid,0.01
TRN-0977,30.4893,66.2271,30.3915,20.2387,18.5269,17.2667,23.8067,28.6405,26.2595,Valid,0.1473580141755945,0.1473580141755945,0.0877600164089598,0,0,0,0,0,0,0,18.5269,17.2667,23.8067,28.6405,5.279799999999998,6.539999999999999,-1.260200000000001,1.284979524378323,88767.52055665165,0,0,0,0,0,0,0,0,0.36865247467724077,1.3504550670544782,Valid,0.0
TRN-0846,21.304,76.9652,36.8208,32.1562,14.8184,15.2216,18.4954,46.6681,28.84,Valid,0.117644839751243,0.117644839751243,0.0700062708633643,0,0,0,0,0,0,0,14.8184,15.2216,18.4954,46.6681,3.6769999999999996,3.2737999999999996,0.4032,1.2481366084485448,190481.81723540442,0,0,0,0,0,0,0,0,0.6150120264537093,0.8799822179559457,Valid,0.01
TRN-0802,27.5341,71.2459,40.3411,26.0415,,16.6662,21.4988,30.8119,29.7294,Invalid,-0.4795802088504324,0.4795802088504324,-0.286838184559086,1,0,0,0,1,0,0,13.627749999999999,16.6662,21.4988,30.8119,7.87105,4.832599999999999,3.038450000000001,1.5775740106958152,132186.08803513262,1,1,0,0,0,0,0,0,0.41572472308009006,3.495388738398906,Invalid,0.99
TRN-0613,28.6824,17.4567,31.8156,44.5882,15.2978,12.6121,20.6883,30.8928,19.9859,Valid,0.4892754911479819,0.4892754911479819,0.2920571338110237,0,0,0,0,0,0,0,15.2978,12.6121,20.6883,30.8928,5.390500000000001,8.076200000000002,-2.6857000000000006,1.352370045124106,13587.6464308703,0,0,0,0,0,0,0,0,0.31167081474257596,1.748715504325872,Valid,0.02
TRN-0375,24.5231,33.6836,33.5914,39.5702,14.0647,12.4138,18.4652,43.0798,19.3717,Valid,-0.014633667560016,0.014633667560016,-0.0090306885141771,0,0,0,0,0,0,0,14.0647,12.4138,18.4652,43.0798,4.400499999999999,6.051399999999999,-1.6509,1.3128745633575096,44895.751764528984,0,0,0,0,0,0,0,0,0.4309948854043985,1.14704091770538,Valid,0.0
TRN-0567,30.1268,104.773,33.1834,28.274,20.8195,20.8039,25.8688,33.5798,49.668,Valid,0.3833815007628907,0.3833815007628907,0.2287850332520249,0,0,0,0,0,0,0,20.8195,20.8039,25.8688,33.5798,5.049299999999999,5.0649000000000015,-0.015600000000002723,1.2425268414098123,310374.48535094596,0,0,0,0,0,0,0,0,0.32642404496405864,1.6959369433239078,Valid,0.03
TRN-0661,12.8536,40.5512,40.5286,13.2647,8.3338,9.0615,10.5083,45.9673,16.2105,Valid,-0.370140015315437,0.370140015315437,-0.2214472128395294,0,0,0,0,0,0,0,8.3338,9.0615,10.5083,45.9673,2.1745,1.4467999999999996,0.7277000000000005,1.2609238751543412,21812.470311455167,0,0,0,0,0,0,0,0,0.3381714522932248,1.6251043082530798,Valid,0.02
TRN-0861,17.8071,15.9379,32.8941,21.6395,9.3956,8.4354,12.5726,70.5344,15.1523,Valid,-0.3066399559646893,0.3066399559646893,-0.183505662746536,0,0,0,0,0,0,0,9.3956,8.4354,12.5726,70.5344,3.1769999999999996,4.1372,-0.9602000000000004,1.3381355760828728,5496.793436384196,0,0,0,0,0,0,0,0,0.3499702939427054,2.0435650748611254,Valid,0.14
TRN-0638,9.6614,48.9719,44.3368,45.4107,7.8401,9.2749,9.8958,69.2487,16.9161,Valid,0.2932422382803779,0.2932422382803779,0.174926448271262,0,0,0,0,0,0,0,7.8401,9.2749,9.8958,69.2487,2.0557,0.6208999999999989,1.434800000000001,1.2622016782927792,108906.0745710828,0,0,0,0,0,0,0,0,0.3095401773318791,1.6358460936075039,Valid,0.02
TRN-0514,26.955,45.9404,34.6901,13.1187,15.7412,14.3547,20.4262,54.4091,20.7535,Valid,0.1910904231684043,0.1910904231684043,0.113890313033138,0,0,0,0,0,0,0,15.7412,14.3547,20.4262,54.4091,4.685000000000002,6.071500000000002,-1.3864999999999998,1.2976257860736247,27687.28334388139,0,0,0,0,0,0,0,0,0.37675499415805946,1.4003803247170192,Valid,0.01
TRN-0259,23.0657,42.911,38.0517,39.6462,13.8359,12.9469,17.9174,63.5056,20.3868,Valid,0.0468684317500702,0.0468684317500702,0.0277170721281979,0,0,0,0,0,0,0,13.8359,12.9469,17.9174,63.5056,4.0815,4.970500000000001,-0.8890000000000011,1.2949925230794361,73002.68582275021,0,0,0,0,0,0,0,0,0.47687317300893656,1.1139707261103247,Valid,0.01
TRN-0933,17.3708,23.4709,18.735,59.2931,10.2461,25.0,13.3719,57.3816,14.744,Invalid,-0.2632925523629001,0.2632925523629001,-0.1576054084479687,0,0,0,0,0,0,0,10.2461,25.0,13.3719,57.3816,3.1258,-11.6281,14.7539,1.305070900078176,32663.56951212001,0,0,0,0,1,0,1,0,0.2458979778382764,4.705809452771415,Invalid,0.99
TRN-0785,29.2826,95.2054,38.905,21.6583,19.4396,19.4103,24.0824,44.8928,41.8587,Valid,-0.2461022342815297,0.2461022342815297,-0.1473341217552087,0,0,0,0,0,0,0,19.4396,19.4103,24.0824,44.8928,4.642800000000001,4.6721,-0.029299999999999216,1.2388314374619656,196312.308061284,0,0,0,0,0,0,0,0,0.3394796112822761,1.4683748991906564,Valid,0.0
TRN-0571,13.3798,108.8273,47.6743,39.2389,12.902,15.7407,14.9064,41.0039,54.0826,Valid,-0.1490833328932712,0.1490833328932712,-0.0893649238579717,0,0,0,0,0,0,0,12.902,15.7407,14.9064,41.0039,2.0044000000000004,-0.8343000000000007,2.838700000000001,1.1553548633119957,464721.25156103174,0,0,0,0,0,0,0,0,0.27419311644835326,1.980978690961265,Valid,0.11
TRN-0101,27.1641,67.3367,30.467,27.2513,16.6269,15.7919,20.9665,17.2228,25.5682,Valid,-0.6130807525921362,0.6130807525921362,-0.3666053157965478,0,0,0,0,0,0,0,16.6269,15.7919,20.9665,17.2228,4.339600000000001,5.1746,-0.8349999999999991,1.2609979845924468,123563.69379826944,0,0,0,0,0,0,0,0,0.46445477954074693,1.437695756715054,Valid,0.0
TRN-0308,23.1844,42.4018,45.5385,31.0286,13.9486,13.2804,18.2066,50.251,21.1597,Valid,0.3778486281008923,0.3778486281008923,0.22547911877872,0,0,0,0,0,0,0,13.9486,13.2804,18.2066,50.251,4.258000000000001,4.9262000000000015,-0.6682000000000006,1.305262674918863,55786.712242036665,0,0,0,0,0,0,0,0,0.3647698969400177,1.4959393248986845,Valid,0.0
TRN-0447,9.8677,61.8151,26.3059,40.8132,8.7661,9.7498,10.4597,49.9564,16.3916,Valid,0.2240842808746919,0.2240842808746919,0.1336042805116498,0,0,0,0,0,0,0,8.7661,9.7498,10.4597,49.9564,1.6936,0.7098999999999993,0.9837000000000007,1.1931974387727282,155951.58739776973,0,0,0,0,0,0,0,0,0.3485972405542502,1.5564097994031496,Valid,0.03
TRN-0354,19.99,35.7008,43.5281,16.9993,12.0356,11.3939,15.8399,48.0139,18.4616,Valid,0.563196659734011,0.563196659734011,0.3362253401011553,0,0,0,0,0,0,0,12.0356,11.3939,15.8399,48.0139,3.8042999999999996,4.446,-0.6417000000000002,1.3160861809247724,21666.408867895556,0,0,0,0,0,0,0,0,0.35069498484919676,1.6748353704027619,Valid,0.01
TRN-0719,9.0559,36.9234,28.2051,39.725,6.465,6.9443,7.9157,57.0223,13.4854,Valid,-0.6164763825018449,0.6164763825018449,-0.3686342188185882,0,0,0,0,0,0,0,6.465,6.9443,7.9157,57.0223,1.4507000000000003,0.9714,0.4793000000000003,1.2243909908878718,54158.580898821005,0,0,0,0,0,0,0,0,0.3282966950420135,1.8320408287345615,Valid,0.03
TRN-0517,14.5943,18.3444,38.0527,7.3834,8.2053,8.0438,10.9748,48.0008,14.8727,Valid,0.1672033776546087,0.1672033776546087,0.0996177037914804,0,0,0,0,0,0,0,8.2053,8.0438,10.9748,48.0008,2.7695000000000007,2.931000000000001,-0.1615000000000002,1.3375241154813164,2484.639701675424,0,0,0,0,0,0,0,0,0.291671898727697,1.5562739063360866,Valid,0.01
TRN-0956,26.9366,106.6938,40.8469,10.7934,19.0883,19.8202,23.5776,47.948,52.2691,Valid,0.245013259436174,0.245013259436174,0.1461094324218158,0,0,0,0,0,0,0,19.0883,19.8202,23.5776,47.948,4.4893,3.7574000000000005,0.7318999999999996,1.2351853045136003,122867.39160922628,0,0,0,0,0,0,0,0,0.2911407249901649,1.6038279824414858,Valid,0.01
TRN-0200,21.7524,47.4856,43.3585,56.2893,13.7971,13.4394,17.6142,20.2815,20.8623,Valid,0.0348330516464514,0.0348330516464514,0.0205258823598959,0,0,0,0,0,0,0,13.7971,13.4394,17.6142,20.2815,3.8171,4.174800000000001,-0.35770000000000124,1.2766586625749885,126925.74103474924,0,0,0,0,0,0,0,0,0.32709085155541057,1.446344179249075,Valid,0.02
TRN-0463,11.7153,40.6516,40.7035,20.2729,8.0814,25.0,10.1953,47.6679,15.7596,Invalid,-0.0953134147555552,0.0953134147555552,-0.0572371736892739,0,0,0,0,0,0,0,8.0814,25.0,10.1953,47.6679,2.1138999999999992,-14.8047,16.918599999999998,1.261574403476621,33502.03325098063,0,0,0,0,1,0,1,0,0.3529491492978967,4.551338875093481,Invalid,0.95
TRN-0356,29.124,78.6573,36.577,47.4556,19.0017,18.243,23.8741,45.6223,32.4715,Valid,0.121335509078122,0.121335509078122,0.0722114611667149,0,0,0,0,0,0,0,19.0017,18.243,23.8741,45.6223,4.872399999999999,5.6311,-0.758700000000001,1.256418501282253,293606.41355083295,0,0,0,0,0,0,0,0,0.36764559117307394,1.376920278820567,Valid,0.01
TRN-0464,26.9782,71.2716,36.2753,47.2463,17.4268,16.95,22.1196,59.2423,28.6182,Valid,0.0417389473912557,0.0417389473912557,0.0246521838471306,0,0,0,0,0,0,0,17.4268,16.95,22.1196,59.2423,4.692799999999998,5.169599999999999,-0.4768000000000008,1.269285658132498,239994.2409983838,0,0,0,0,0,0,0,0,0.4132114494622717,1.5982292849225872,Valid,0.1
TRN-0052,23.8697,58.5274,22.4135,38.1949,15.3019,14.3016,19.6015,73.5974,19.7674,Valid,0.4409670049086251,0.4409670049086251,0.2631926119616334,0,0,0,0,0,0,0,15.3019,14.3016,19.6015,73.5974,4.299600000000002,5.299900000000001,-1.0002999999999993,1.2809838771761173,130834.97041062311,0,0,0,0,0,0,0,0,0.3695375354148832,1.564117541131867,Valid,0.01
TRN-0737,25.7107,30.5152,20.798,16.0054,17.9853,20.3833,18.9732,50.4902,17.8267,Invalid,0.215975862065946,0.215975862065946,0.1287594664823007,0,0,0,0,0,0,0,17.9853,20.3833,18.9732,50.4902,0.9878999999999998,-1.4101,2.3979999999999997,1.054927604806367,14903.867254767618,0,0,0,0,0,0,0,0,0.2866845636935137,2.995390339095273,Invalid,0.64
TRN-0549,19.3856,40.9572,26.762,34.7739,11.8918,11.2905,15.3304,44.0042,17.3213,Valid,-0.0724597784882945,0.0724597784882945,-0.0435820307790632,0,0,0,0,0,0,0,11.8918,11.2905,15.3304,44.0042,3.438599999999999,4.039899999999999,-0.6013000000000002,1.289156150325308,58332.94712078097,0,0,0,0,0,0,0,0,0.4371423805843151,1.249297269610433,Valid,0.02
TRN-0431,8.7941,46.5597,28.1436,40.9888,7.2282,8.1459,8.883,59.0783,14.773,Valid,-0.0096868599203698,0.0096868599203698,-0.006074950334102,0,0,0,0,0,0,0,7.2282,8.1459,8.883,59.0783,1.654799999999999,0.7370999999999999,0.9176999999999991,1.228934964534788,88855.75280425219,0,0,0,0,0,0,0,0,0.33713784928780477,1.4917992517584924,Valid,0.04
TRN-0565,28.6246,31.4712,26.8085,33.8995,16.1176,13.8494,21.1833,47.6235,20.1548,Valid,0.4075799851519264,0.4075799851519264,0.2432437285195327,0,0,0,0,0,0,0,16.1176,13.8494,21.1833,47.6235,5.0657,7.3339,-2.2682,1.3142953576864065,33575.29973980128,0,0,0,0,0,0,0,0,0.3420609189310502,1.5591218906574325,Valid,0.0
TRN-0660,30.2971,62.8955,39.7843,12.227,18.4755,17.1061,23.7531,51.6632,28.9021,Valid,0.5654988212885499,0.5654988212885499,0.3376008912240484,0,0,0,0,0,0,0,18.4755,17.1061,23.7531,51.6632,5.2776,6.6469999999999985,-1.3693999999999988,1.2856532783127503,48368.103612896746,0,0,0,0,0,0,0,0,0.3290224786788814,1.7195559338662858,Valid,0.01
TRN-0834,29.9178,27.4687,35.7858,58.4409,16.4282,13.9856,21.5831,,21.1305,Valid,-0.3321562481989559,0.3321562481989559,-0.1987517536934177,0,0,0,1,0,0,0,16.4282,13.9856,21.5831,49.4543,5.154900000000001,7.597500000000002,-2.4426000000000005,1.3137828162654361,44095.38186961532,1,0,0,0,0,0,0,0,0.28348920355174084,2.711773346589936,Valid,0.02
TRN-0887,30.0954,88.0704,42.4991,11.1092,19.2774,19.2312,24.2806,35.2746,38.4158,Valid,-0.2522995767435461,0.2522995767435461,-0.151037059703144,0,0,0,0,0,0,0,19.2774,19.2312,24.2806,35.2746,5.0032,5.049399999999999,-0.04619999999999891,1.259536421127112,86167.34729065267,0,0,0,0,0,0,0,0,0.294808507729689,1.7214200442437662,Valid,0.04
TRN-0336,27.8382,99.9421,33.3912,50.5934,19.2433,19.334,23.8428,53.5263,44.1841,Valid,-0.2279363403924144,0.2279363403924144,-0.1364799244516946,0,0,0,0,0,0,0,19.2433,19.334,23.8428,53.5263,4.599499999999999,4.508800000000001,0.09069999999999823,1.23901761183497,505348.29803782015,0,0,0,0,0,0,0,0,0.32535976402890765,1.4857603963938792,Valid,0.0
TRN-0023,22.4988,39.379,38.3371,24.9876,13.1943,12.3976,17.2618,37.9205,19.4098,Valid,-0.0336702543084612,0.0336702543084612,-0.0204051284296768,0,0,0,0,0,0,0,13.1943,12.3976,17.2618,37.9205,4.067500000000001,4.8642,-0.7966999999999995,1.3082760674866667,38748.412275051596,0,0,0,0,0,0,0,0,0.4627716479371473,1.1348618325553823,Valid,0.01
TRN-0305,18.9752,39.1127,26.3426,46.8886,11.9802,1.0,15.6456,31.5284,17.5207,Invalid,0.4897692784025409,0.4897692784025409,0.2923521737534377,0,0,0,0,0,0,0,11.9802,1.0,15.6456,31.5284,3.6654,14.6456,-10.9802,1.3059537353685786,71730.33507286628,0,0,0,0,0,0,0,0,0.3759202170447171,1.5405117396640033,Invalid,1.0
TRN-0536,22.9458,45.7975,30.2669,21.8424,13.6546,12.8831,17.8131,49.1447,18.926,Valid,0.0908842653653216,0.0908842653653216,0.0540167161454323,0,0,0,0,0,0,0,13.6546,12.8831,17.8131,49.1447,4.158499999999998,4.929999999999998,-0.7714999999999996,1.304548427234465,45812.490162915,0,0,0,0,0,0,0,0,0.4738339633069106,1.106348789531611,Valid,0.0
TRN-0261,18.2851,75.3805,29.9432,58.338,13.6212,14.0408,16.7649,51.2372,25.316,Valid,-0.0014596955378571,0.0014596955378571,-0.0011591853295655,0,0,0,0,0,0,0,13.6212,14.0408,16.7649,51.2372,3.143700000000001,2.7241,0.41960000000000086,1.2307937400568674,331489.3375402245,0,0,0,0,0,0,0,0,0.353037444297545,1.5350842967344756,Valid,0.06
TRN-0271,23.8412,94.0763,38.9754,13.1617,16.5737,17.2782,20.4146,30.579,39.3592,Valid,-0.2517979102925736,0.2517979102925736,-0.1507373119080371,0,0,0,0,0,0,0,16.5737,17.2782,20.4146,30.579,3.8409000000000013,3.136400000000002,0.7044999999999995,1.2317459398046666,116485.65451281729,0,0,0,0,0,0,0,0,0.35430391680169254,1.4421294783046519,Valid,0.0
TRN-0827,12.4842,86.4182,28.5048,20.0729,11.1338,12.8196,13.3905,38.961,27.8574,Valid,0.3792213573482197,0.3792213573482197,0.2262993302247267,0,0,0,0,0,0,0,11.1338,12.8196,13.3905,38.961,2.2566999999999986,0.5709,1.6857999999999986,1.2026880286263193,149906.5307005314,0,0,0,0,0,0,0,0,0.36664473408937887,1.5730098620459692,Valid,0.02
TRN-0148,11.8673,90.6809,39.2761,29.6365,7.3021,8.4665,12.8879,42.136,33.6087,Invalid,-0.0017724723501277,0.0017724723501277,-0.0013460707783671,0,0,0,0,0,0,0,7.3021,8.4665,12.8879,42.136,5.5858,4.4214,1.1643999999999997,1.7649556087213147,243701.69892968156,0,0,0,0,0,0,0,0,0.37419290196384314,3.052960266850681,Invalid,0.55
TRN-0916,15.83,22.3854,29.3857,34.8222,9.3427,8.7621,12.3496,43.3537,15.4539,Valid,0.1720599659877315,0.1720599659877315,0.1025195355599268,0,0,0,0,0,0,0,9.3427,8.7621,12.3496,43.3537,3.0069,3.5875000000000004,-0.5806000000000004,1.3218434479931411,17449.617990124152,0,0,0,0,0,0,0,0,0.36771668074468417,1.5270861740705586,Valid,0.04
TRN-0691,16.0726,89.5872,44.0183,27.2199,13.0883,14.6408,15.8388,43.9082,35.129,Valid,0.1477312314366905,0.1477312314366905,0.0879830152778148,0,0,0,0,0,0,0,13.0883,14.6408,15.8388,43.9082,2.7505000000000006,1.1980000000000004,1.5525000000000002,1.210148598252945,218463.28092588438,0,0,0,0,0,0,0,0,0.36516302986615296,1.3576569555455087,Valid,0.0
TRN-0915,15.1802,54.6068,48.181,36.2376,10.7723,11.6684,13.9383,46.0319,21.2765,Valid,0.4776105174604321,0.4776105174604321,0.2850872634199591,0,0,0,0,0,0,0,10.7723,11.6684,13.9383,46.0319,3.1660000000000004,2.2699,0.8961000000000006,1.2939007510923841,108056.99388388262,0,0,0,0,0,0,0,0,0.32992107583639296,1.6252451117471731,Valid,0.0
TRN-0497,22.7015,51.4484,30.3053,42.1301,14.3641,13.524,18.3201,67.2977,19.733,Valid,0.1621063894059453,0.1621063894059453,0.0965722320716531,0,0,0,0,0,0,0,14.3641,13.524,18.3201,67.2977,3.9559999999999995,4.796100000000001,-0.8401000000000014,1.2754079438266623,111515.75684343904,0,0,0,0,0,0,0,0,0.501504413666319,1.173563404739015,Valid,0.02
TRN-0178,19.3405,100.3808,33.8958,5.6278,14.7691,16.3752,17.6476,40.5108,41.2567,Valid,-0.4286996903647981,0.4286996903647981,-0.2564368627238265,0,0,0,0,0,0,0,14.7691,16.3752,17.6476,40.5108,2.8785000000000007,1.272400000000001,1.6060999999999996,1.194899354124927,56707.42932762418,0,0,0,0,0,0,0,0,0.3186086952252804,2.0592194722732655,Valid,0.11
TRN-0327,28.9693,67.2789,26.4722,52.5104,18.1773,16.9927,23.2303,39.4128,25.7542,Valid,0.0376841323237684,0.0376841323237684,0.0222294149462212,0,0,0,0,0,0,0,18.1773,16.9927,23.2303,39.4128,5.053000000000001,6.2376000000000005,-1.1845999999999997,1.2779833759780739,237685.7203075311,0,0,0,0,0,0,0,0,0.3253404653894393,1.4515484841673427,Valid,0.02
TRN-0856,26.9065,91.7012,35.2636,56.763,15.1083,23.7716,23.0638,67.0168,38.1997,Invalid,0.0082404287200219,0.0082404287200219,0.0046366793389333,0,0,0,0,0,0,0,15.1083,23.7716,23.0638,67.0168,7.955500000000001,-0.7077999999999989,8.6633,1.5265638579033658,477326.31555277866,0,0,0,0,0,0,0,0,0.3221827306919515,1.44027121795503,Invalid,0.98
TRN-0343,26.2971,15.0966,35.2021,44.2695,13.6448,11.4401,18.4805,59.6871,18.4245,Valid,-0.2875349696616851,0.2875349696616851,-0.1720903538121382,0,0,0,0,0,0,0,13.6448,11.4401,18.4805,59.6871,4.835699999999999,7.0404,-2.2047000000000008,1.354397752698645,10089.343614495421,0,0,0,0,0,0,0,0,0.3238527821747009,1.6843847894627362,Valid,0.04
TRN-0198,28.1497,26.9731,19.1549,29.9116,15.5631,13.0973,20.497,43.7674,18.5978,Valid,0.2245795978331877,0.2245795978331877,0.1339002344585409,0,0,0,0,0,0,0,15.5631,13.0973,20.497,43.7674,4.9338999999999995,7.399699999999999,-2.4657999999999998,1.3170246820847504,21762.128454172875,0,0,0,0,0,0,0,0,0.2745985303396132,1.6247031737793145,Valid,0.01
TRN-0290,12.3628,100.7801,22.3968,23.5885,11.9041,13.7706,13.9312,40.4923,23.8671,Invalid,0.1313398391270652,0.1313398391270652,0.0781890900631255,0,0,0,0,0,0,0,11.9041,13.7706,13.9312,40.4923,2.027100000000001,0.16060000000000052,1.8665000000000003,1.1702848848002918,239579.6326934419,0,0,0,0,0,0,0,0,0.2943959692136683,3.2093971516357893,Invalid,0.57
TRN-0711,27.3457,27.5273,34.5953,58.9132,15.4514,13.3857,20.4983,58.755,20.0657,Valid,0.4795753603693171,0.4795753603693171,0.2862612652463281,0,0,0,0,0,0,0,15.4514,13.3857,20.4983,58.755,5.046900000000001,7.1126000000000005,-2.0656999999999996,1.326629737998021,44641.609577218835,0,0,0,0,0,0,0,0,0.29743309863915735,1.7313950679680135,Valid,0.01
TRN-0284,17.8121,90.2115,37.616,39.5063,13.504,15.1535,16.1926,46.9822,34.353,Valid,-0.7548870897171192,0.7548870897171192,-0.4513351931941834,0,0,0,0,0,0,0,13.504,15.1535,16.1926,46.9822,2.688599999999999,1.0390999999999995,1.6494999999999997,1.1990956760251215,321506.8020466882,0,0,0,0,0,0,0,0,0.4514721676259127,1.588390857942358,Valid,0.01
TRN-0105,14.8368,102.3667,39.5969,23.2679,13.1569,15.4076,15.6953,41.709,43.6185,Valid,0.2653038780491279,0.2653038780491279,0.1582331616024271,0,0,0,0,0,0,0,13.1569,15.4076,15.6953,41.709,2.5383999999999993,0.2876999999999992,2.2507,1.192932079036795,243822.9575504056,0,0,0,0,0,0,0,0,0.3534669724301473,1.9712992167421324,Valid,0.13
TRN-0439,11.5518,50.4478,26.6414,37.17,8.8784,9.5543,11.0339,50.6061,15.9175,Valid,0.2349659642667383,0.2349659642667383,0.1401061316868576,0,0,0,0,0,0,0,8.8784,9.5543,11.0339,50.6061,2.1555,1.4795999999999996,0.6759000000000004,1.2427788308942707,94596.92610830281,0,0,0,0,0,0,0,0,0.3749626091555271,1.4701809133758035,Valid,0.02
TRN-0602,21.0839,80.5436,36.3989,38.7211,7.1164,15.438,18.6809,61.7175,30.5097,Invalid,0.3321078410696536,0.3321078410696536,0.1981488079068412,0,0,0,0,0,0,0,7.1164,15.438,18.6809,61.7175,11.564500000000002,3.2429000000000006,8.3216,2.625045493444026,251194.28851582223,0,0,0,0,0,0,0,0,0.5497936729911687,1.178561461924504,Invalid,0.98
TRN-0269,15.8232,102.5936,42.3858,16.5509,13.2755,15.4911,15.8473,56.8715,45.2513,Valid,-0.1891174936585962,0.1891174936585962,-0.113285501754103,0,0,0,0,0,0,0,13.2755,15.4911,15.8473,56.8715,2.5718000000000014,0.3562000000000012,2.2156000000000002,1.1937243842232805,174205.61679597283,0,0,0,0,0,0,0,0,0.32024438720149523,1.5127967273511125,Valid,0.01
TRN-0184,29.5853,85.7903,34.6521,19.6015,19.3913,18.8309,24.4083,51.7121,34.5505,Valid,0.3432154156238276,0.3432154156238276,0.2047856299928018,0,0,0,0,0,0,0,19.3913,18.8309,24.4083,51.7121,5.0169999999999995,5.577400000000001,-0.5604000000000013,1.258723624138854,144266.56121552514,0,0,0,0,0,0,0,0,0.36476529371988414,1.5152550425530333,Valid,0.01
TRN-0288,15.735,21.5399,39.4762,5.9551,8.9844,8.6774,11.8477,,15.9873,Valid,0.1581469018897969,0.1581469018897969,0.0942064217799379,0,0,0,1,0,0,0,8.9844,8.6774,11.8477,49.4543,2.863299999999999,3.1702999999999992,-0.3070000000000004,1.3186953845605887,2762.971620648751,1,0,0,0,0,0,0,0,0.2927075168249156,2.5087913881301067,Valid,0.0
TRN-0668,30.0372,108.2607,39.2159,13.5037,20.5937,21.0821,25.4809,54.9198,54.4579,Valid,-0.0347104910953177,0.0347104910953177,-0.0210266742449191,0,0,0,0,0,0,0,20.5937,21.0821,25.4809,54.9198,4.8872,4.398799999999998,0.48840000000000217,1.2373146946324873,158268.4841235236,0,0,0,0,0,0,0,0,0.2839693105066647,1.7330880532315898,Valid,0.07
TRN-0014,11.1932,77.4751,43.4873,15.9647,9.6759,11.9007,11.5401,72.2076,27.0328,Valid,-0.2299927633533833,0.2299927633533833,-0.1377086457408357,0,0,0,0,0,0,0,9.6759,11.9007,11.5401,72.2076,1.8642000000000003,-0.3605999999999998,2.2248,1.1926630156750115,95826.37351362364,0,0,0,0,0,0,0,0,0.32281512998252143,1.5720783857757927,Valid,0.02
TRN-0813,30.5251,48.7172,37.482,41.8758,17.608,15.9534,22.6584,26.8364,23.0728,Valid,-0.3147112661805984,0.3147112661805984,-0.1883283042370183,0,0,0,0,0,0,0,17.608,15.9534,22.6584,26.8364,5.0504,6.705,-1.6546000000000003,1.2868234400139482,99386.58218076067,0,0,0,0,0,0,0,0,0.3665765392376624,1.4951752257616935,Valid,0.01
